Welcome! Let's imagine you are driving from Shanghai to Suzhou at a speed of 30 mph, and then you return along the exact same route at 60 mph. What do you think the average speed for this entire round trip would be, and how would you begin to calculate it?
I think it would just be 45 mph? Because if you go 30 and then 60, you just add them together and divide by 2, right?
That is a very common and intuitive first guess! To see if that works, let's think about the time spent driving on each part of the trip. If we assume the distance between Shanghai and Suzhou is 60 miles, how many hours does it take to go there at 30 mph, and how many hours does it take to return at 60 mph?
Okay, so going there would take 2 hours. And coming back would only take 1 hour because you're driving faster.
Excellent calculation. Now, looking at the entire round trip, what is the total distance traveled, and what is the total time spent driving? Based on those totals, how would you calculate the actual average speed?
So the total distance is 120 miles since it's 60 each way, and the total time is 3 hours. Do I just divide 120 by 3?   Wait... that equals 40 mph. Why isn't it 45?
You calculated that perfectly; the average speed is indeed 40 mph! To understand why it isn't 45 mph, look closely at how long you traveled at each speed. Since you spent two hours driving at 30 mph but only one hour driving at 60 mph, how does that unequal time affect the overall average speed?
Oh! So because I spent more time driving slow, it kind of drags the average down? Like, the 30 mph counts for more of the trip than the 60 mph does?
Exactly! You explained that beautifully. Because you spent twice as much time driving at the slower speed, that slower speed has a greater "weight" on your overall average.   If we didn't know the exact distance between the cities, say it was an unknown distance $d$ instead of 60 miles, would the average speed still be 40 mph? How could we prove that?
I guess it would still be 40? But using letters is kind of confusing.   If the distance is $d$, I know the total distance is $2d$, but how do I find the time if I don't have a real number to divide?
It is completely normal to find variables a bit tricky at first, but you can use the exact same steps you just used with the number 60. When the distance was 60 miles, you divided it by 30 mph to get the time. If the distance is $d$, how would you write the time it takes for the first part of the trip?
So I just write $d$ divided by 30? Like a fraction, $d/30$?
Spot on! Yes, the time for the first part of the trip is $d/30$ hours.   Following that same logic, how would you write the time for the return trip, and what would the expression for the total time look like when you add them together?
The return trip would be $d/60$, right? So the total time is just $d/30 + d/60$.   Wait, how do I actually add those together since they have letters in them? Do I need to find a common denominator or something?
You are exactly right! Finding a common denominator is the perfect way to do this.   What is a common denominator for 30 and 60, and how would you rewrite and add those two fractions?
I think the common denominator is 60. So $d/30$ would become $2d/60$, right?   If I add them together, does that make $3d/60$?
That is absolutely correct! The total time for the round trip is indeed $3d/60$, which we can simplify to $d/20$.   Now, remember that average speed is the total distance divided by the total time. If your total distance is $2d$ and your total time is $d/20$, what happens when you divide those two?
So I need to do $2d$ divided by $d/20$? If I flip the fraction to multiply, it becomes $2d$ times $20/d$...   Wait, the $d$'s just cancel out! Does that mean it's just 2 times 20, which is 40?
You did it! That is a brilliant piece of algebraic work, and you just proved mathematically that the average speed will always be 40 mph, no matter how far apart the two cities are.   Why do you think the distance $d$ canceled out in the end? What does this tell us about how distance affects the average speed of a round trip?
Because there was a $d$ on the top and the bottom so they just crossed out?   Does that mean the actual distance doesn't even matter at all? Like, even if the cities were 1,000 miles apart, it would still just be 40 mph?
